,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
149,15.568,0.0860000000000003,1900-01-01 18:53:40.319,0000203457 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
150,15.838,0.2699999999999996,1900-01-01 18:53:40.589,0000203592 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
151,15.929,0.09100000000000108,1900-01-01 18:53:40.680,0000203817 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
152,16.109,0.1800000000000015,1900-01-01 18:53:40.860,0000203907 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
153,16.198,0.08899999999999864,1900-01-01 18:53:40.949,0000204087 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
154,16.335,0.13700000000000045,1900-01-01 18:53:41.086,0000204177 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
155,16.425,0.08999999999999986,1900-01-01 18:53:41.176,0000204312 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
156,16.695,0.2699999999999996,1900-01-01 18:53:41.446,0000204402 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
157,16.785,0.08999999999999986,1900-01-01 18:53:41.536,0000204672 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
158,16.919,0.13400000000000034,1900-01-01 18:53:41.670,0000204762 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
159,17.099,0.17999999999999972,1900-01-01 18:53:41.850,0000204897 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
160,17.188,0.08899999999999864,1900-01-01 18:53:41.939,0000205077 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
161,17.279,0.09100000000000108,1900-01-01 18:53:42.030,0000205167 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
162,17.369,0.08999999999999986,1900-01-01 18:53:42.120,0000205257 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
163,17.458,0.08899999999999864,1900-01-01 18:53:42.209,0000205347 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
164,17.55,0.0920000000000023,1900-01-01 18:53:42.301,0000205437 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
165,17.64,0.08999999999999986,1900-01-01 18:53:42.391,0000205527 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
166,17.732,0.09199999999999875,1900-01-01 18:53:42.483,0000205617 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
167,17.955,0.22299999999999898,1900-01-01 18:53:42.706,0000205707 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
168,18.048,0.09299999999999997,1900-01-01 18:53:42.799,0000205932 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
169,18.183,0.13500000000000156,1900-01-01 18:53:42.934,0000206022 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
170,18.405,0.2220000000000013,1900-01-01 18:53:43.156,0000206157 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
171,18.629,0.2240000000000002,1900-01-01 18:53:43.380,0000206382 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
172,18.725,0.09600000000000009,1900-01-01 18:53:43.476,0000206607 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
173,18.99,0.264999999999997,1900-01-01 18:53:43.741,0000206697 [app] INFO: GYRO: ,-4.846,3.138,7.41,9.39355417294221,0.15557020717204206,Normal data,Normal data,Normal data
174,19.125,0.13500000000000156,1900-01-01 18:53:43.876,0000206922 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
175,19.213,0.08800000000000097,1900-01-01 18:53:43.964,0000207102 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
176,19.303,0.08999999999999986,1900-01-01 18:53:44.054,0000207192 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
177,19.399,0.09600000000000009,1900-01-01 18:53:44.150,0000207282 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
178,19.483,0.08399999999999963,1900-01-01 18:53:44.234,0000207372 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
179,19.574,0.09100000000000108,1900-01-01 18:53:44.325,0000207462 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
180,19.709,0.134999999999998,1900-01-01 18:53:44.460,0000207552 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
181,19.8,0.09100000000000108,1900-01-01 18:53:44.551,0000207687 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
182,19.893,0.09299999999999997,1900-01-01 18:53:44.644,0000207777 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
183,19.981,0.08800000000000097,1900-01-01 18:53:44.732,0000207867 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
184,20.072,0.09099999999999753,1900-01-01 18:53:44.823,0000207957 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
185,20.162,0.08999999999999986,1900-01-01 18:53:44.913,0000208047 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
186,20.341,0.17900000000000205,1900-01-01 18:53:45.092,0000208137 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
187,20.432,0.09099999999999753,1900-01-01 18:53:45.183,0000208317 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
188,20.519,0.08699999999999974,1900-01-01 18:53:45.270,0000208407 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
189,20.608,0.08900000000000219,1900-01-01 18:53:45.359,0000208497 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
190,20.698,0.08999999999999986,1900-01-01 18:53:45.449,0000208587 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
191,20.788,0.08999999999999986,1900-01-01 18:53:45.539,0000208677 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
192,20.878,0.08999999999999986,1900-01-01 18:53:45.629,0000208767 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
193,21.014,0.13599999999999923,1900-01-01 18:53:45.765,0000208857 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
194,21.242,0.22800000000000153,1900-01-01 18:53:45.993,0000208992 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
195,21.329,0.08699999999999974,1900-01-01 18:53:46.080,0000209217 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
196,21.418,0.08899999999999864,1900-01-01 18:53:46.169,0000209307 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
197,21.51,0.0920000000000023,1900-01-01 18:53:46.261,0000209397 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
198,21.599,0.08899999999999864,1900-01-01 18:53:46.350,0000209487 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
199,21.691,0.09199999999999875,1900-01-01 18:53:46.442,0000209577 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
200,21.78,0.08900000000000219,1900-01-01 18:53:46.531,0000209667 [app] INFO: GYRO: ,-6.047,15.934,7.012,18.428963861270116,0.39864515278776874,Abnormal data,Abnormal data,Normal data
