,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
86,8.504,0.08999999999999986,1900-01-01 18:54:12.450,0000235587 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
87,8.594,0.08999999999999986,1900-01-01 18:54:12.540,0000235677 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
88,8.774,0.17999999999999972,1900-01-01 18:54:12.720,0000235767 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
89,8.863,0.08900000000000041,1900-01-01 18:54:12.809,0000235947 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
90,8.954,0.09100000000000108,1900-01-01 18:54:12.900,0000236037 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
91,9.043,0.08899999999999864,1900-01-01 18:54:12.989,0000236127 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
92,9.133,0.08999999999999986,1900-01-01 18:54:13.079,0000236217 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
93,9.269,0.136000000000001,1900-01-01 18:54:13.215,0000236307 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
94,9.361,0.09200000000000053,1900-01-01 18:54:13.307,0000236442 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
95,9.545,0.18399999999999928,1900-01-01 18:54:13.491,0000236532 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
96,9.723,0.17800000000000082,1900-01-01 18:54:13.669,0000236712 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
97,9.901,0.17799999999999905,1900-01-01 18:54:13.847,0000236892 [app] INFO: GYRO: ,-1.333,2.386,-3.402,4.363884622672786,0.5719887639960592,Abnormal data,Abnormal data,Abnormal data
