,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Q3 threshold,Std threshold,HO threshold
121,68155.591,0.08999999999650754,18:55:55:591,0000338726 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
122,68155.681,0.08999999999650754,18:55:55:681,0000338816 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
123,68155.772,0.09100000000034925,18:55:55:772,0000338906 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
124,68155.864,0.09200000000419095,18:55:55:864,0000338996 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
125,68155.951,0.08699999999953434,18:55:55:951,0000339086 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
126,68156.048,0.09699999999429565,18:55:56:048,0000339176 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
127,68156.177,0.1290000000008149,18:55:56:177,0000339266 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
128,68156.265,0.08800000000337604,18:55:56:265,0000339401 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
129,68156.401,0.13599999999860302,18:55:56:401,0000339491 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
130,68156.489,0.08800000000337604,18:55:56:489,0000339626 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
131,68156.582,0.09299999999348074,18:55:56:582,0000339716 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
132,68156.68,0.09799999999813735,18:55:56:680,0000339806 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
133,68156.76,0.08000000000174623,18:55:56:760,0000339897 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
